HEADER,TIME_MS,SV_DRV,SV_STR,SV_STD,GY_ROLL,GY_YAW,GY_PITCH,ACC_X,ACC_Y,ACC_Z,SV_POS
a,198887,0.000,0.000,36.000,-0.255,-0.208,-1.017,2.101,9.394,2.233,2.065
a,198890,0.000,0.000,36.000,-0.118,0.006,-0.758,2.119,9.379,2.231,2.373
a,198894,0.000,0.000,36.000,0.188,-0.101,-1.078,2.131,9.390,2.243,2.461
a,198898,0.000,0.000,36.000,0.020,-0.147,1.884,2.115,9.352,2.233,2.373
a,198902,0.000,0.000,36.000,0.020,0.067,1.594,2.127,9.397,2.254,2.417
a,198907,0.000,0.000,36.000,0.081,-0.101,-0.422,2.125,9.372,2.233,2.065
a,198911,0.000,0.000,36.000,-0.011,-0.193,0.800,2.122,9.384,2.248,2.065
a,198914,0.000,0.000,36.000,0.081,0.174,-1.048,2.115,9.395,2.231,2.065
a,198918,0.000,0.000,36.000,0.111,-0.040,0.769,2.107,9.383,2.241,2.065
a,198922,0.000,0.000,36.000,0.004,-0.208,0.342,2.112,9.363,2.248,2.417
a,198926,0.000,0.000,36.000,-0.118,-0.055,-0.315,2.119,9.370,2.233,2.065
a,198930,0.000,0.000,36.000,0.004,-0.071,0.250,2.143,9.397,2.230,2.021
a,198934,0.000,0.000,36.000,0.111,-0.071,0.006,2.112,9.367,2.261,2.065
a,198939,0.000,0.000,36.000,-0.057,0.112,0.464,2.142,9.388,2.227,2.461
a,198943,0.000,0.000,36.000,0.142,-0.178,-0.635,2.121,9.392,2.233,2.461
a,198946,0.000,0.000,36.000,-0.011,-0.117,-0.773,2.127,9.389,2.237,1.978
a,198951,0.000,0.000,36.000,-0.179,0.204,-0.635,2.102,9.374,2.228,2.065
a,198954,0.000,0.000,36.000,0.111,0.112,0.097,2.109,9.386,2.215,2.065
a,198958,0.000,0.000,36.000,-0.011,0.021,0.571,2.122,9.354,2.231,2.021
a,198962,0.000,0.000,36.000,0.050,0.174,0.952,2.118,9.402,2.253,2.065
a,198966,0.000,0.000,36.000,0.020,-0.101,1.563,2.145,9.384,2.228,2.109
a,198970,0.000,0.000,36.000,0.203,-0.055,-0.712,2.127,9.397,2.219,2.021
a,198974,0.000,0.000,36.000,-0.118,-0.117,-0.239,2.115,9.348,2.237,2.065
a,198978,0.000,0.000,36.000,0.188,0.128,-0.880,2.137,9.349,2.223,2.065
a,198982,0.000,0.000,36.000,0.050,-0.178,-0.025,2.114,9.364,2.240,2.065
a,198986,0.000,0.000,36.000,-0.041,0.189,1.059,2.097,9.369,2.228,2.065
a,198990,0.000,0.000,36.000,-0.087,0.021,-1.353,2.127,9.383,2.231,2.373
a,198995,0.000,0.000,36.000,-0.087,-0.055,-0.315,2.121,9.377,2.225,2.461
a,198998,0.000,0.000,36.000,0.035,-0.055,0.006,2.115,9.390,2.237,2.065
a,199002,0.000,0.000,36.000,-0.057,-0.071,-0.147,2.143,9.388,2.243,2.065
a,199006,0.000,0.000,36.000,0.035,0.006,0.067,2.127,9.380,2.229,2.021
a,199010,0.000,0.000,36.000,-0.072,0.006,0.067,2.127,9.394,2.245,2.065
a,199014,0.000,0.000,36.000,0.157,-0.162,0.281,2.125,9.376,2.243,2.021
a,199018,0.000,0.000,36.000,0.111,-0.040,0.555,2.132,9.370,2.239,2.373
a,199022,0.000,0.000,36.000,-0.072,0.112,-0.651,2.137,9.390,2.245,2.109
a,199026,0.000,0.000,36.000,0.050,-0.101,0.861,2.139,9.391,2.230,2.065
a,199030,0.000,0.000,36.000,0.004,0.006,0.784,2.112,9.396,2.222,2.461
a,199035,0.000,0.000,36.000,-0.057,0.204,0.006,2.126,9.363,2.240,2.461
a,199039,0.000,0.000,36.000,0.157,-0.071,0.189,2.136,9.383,2.227,2.461
a,199042,0.000,0.000,36.000,0.157,-0.315,-0.162,2.125,9.391,2.235,2.021
a,199046,0.000,0.000,36.000,-0.057,-0.055,0.922,2.115,9.385,2.237,2.065
a,199050,0.000,0.000,36.000,-0.118,-0.269,-1.231,2.128,9.376,2.225,2.109
a,199054,0.000,0.000,36.000,-0.118,0.112,-0.803,2.100,9.380,2.216,2.109
a,199059,0.000,0.000,36.000,0.035,-0.040,0.616,2.121,9.397,2.247,2.109
a,199063,0.000,0.000,36.000,0.035,-0.208,-0.406,2.131,9.416,2.251,2.417
a,199066,0.000,0.000,36.000,0.111,-0.040,0.555,2.143,9.397,2.252,2.065
a,199070,0.000,0.000,36.000,0.157,-0.117,-0.101,2.108,9.373,2.234,2.065
a,199074,0.000,0.000,36.000,-0.087,-0.055,-0.483,2.115,9.372,2.247,2.065
a,199078,0.000,0.000,36.000,0.096,-0.223,-0.651,2.149,9.373,2.224,2.065
a,199082,0.000,0.000,36.000,0.050,0.051,0.525,2.139,9.394,2.237,2.065
a,199086,0.000,0.000,36.000,-0.011,0.006,-0.101,2.115,9.401,2.237,2.065
a,199091,0.000,0.000,36.000,-0.011,-0.208,-1.124,2.148,9.377,2.228,2.461
a,199094,0.000,0.000,36.000,0.157,-0.300,0.464,2.128,9.366,2.267,2.065
a,199099,0.000,0.000,36.000,0.050,-0.101,0.479,2.127,9.363,2.240,2.417
a,199102,0.000,0.000,36.000,-0.164,-0.071,0.342,2.118,9.366,2.249,2.065
a,199106,0.000,0.000,36.000,-0.118,-0.010,-0.956,2.108,9.395,2.259,2.065
a,199110,0.000,0.000,36.000,0.142,-0.086,0.464,2.119,9.377,2.233,2.373
a,199114,0.000,0.000,36.000,-0.286,-0.025,0.952,2.113,9.394,2.229,2.065
a,199118,0.000,0.000,36.000,0.142,-0.101,-1.139,2.127,9.402,2.223,2.021
a,199122,0.000,0.000,36.000,0.020,-0.162,-0.635,2.131,9.383,2.225,2.021
a,199126,0.000,0.000,36.000,-0.057,-0.055,-0.208,2.127,9.390,2.229,1.978
a,199130,0.000,0.000,36.000,0.096,0.036,-1.307,2.096,9.392,2.228,2.065
a,199134,0.000,0.000,36.000,0.157,-0.284,0.326,2.139,9.349,2.237,2.021
a,199138,0.000,0.000,36.000,0.203,-0.117,-0.269,2.131,9.391,2.249,2.065
a,199142,0.000,0.000,36.000,-0.118,-0.162,-0.025,2.116,9.398,2.247,2.065
a,199147,0.000,0.000,36.000,-0.072,-0.055,-0.758,2.134,9.383,2.237,2.021
a,199150,0.000,0.000,36.000,0.004,-0.055,0.326,2.148,9.358,2.235,2.065
a,199154,0.000,0.000,36.000,0.279,-0.208,0.067,2.128,9.383,2.212,2.021
a,199158,0.000,0.000,36.000,-0.072,-0.178,-0.239,2.131,9.383,2.249,2.373
a,199162,0.000,0.000,36.000,-0.072,-0.208,0.189,2.127,9.388,2.264,2.065
a,199166,0.000,0.000,36.000,-0.057,-0.162,0.296,2.148,9.388,2.222,2.417
a,199170,0.000,0.000,36.000,0.218,-0.010,-0.116,2.131,9.388,2.233,2.065
a,199174,0.000,0.000,36.000,-0.164,0.204,0.281,2.130,9.384,2.243,2.417
a,199178,0.000,0.000,36.000,-0.057,-0.055,0.907,2.110,9.374,2.237,2.417
a,199182,0.000,0.000,36.000,0.096,-0.101,-0.101,2.163,9.386,2.233,2.065
a,199186,0.000,0.000,36.000,0.050,-0.178,0.036,2.143,9.365,2.233,2.021
a,199191,0.000,0.000,36.000,-0.087,-0.269,-0.635,2.137,9.409,2.257,2.373
a,199194,0.000,0.000,36.000,0.081,-0.101,-0.422,2.121,9.397,2.235,2.417
a,199198,0.000,0.000,36.000,0.004,0.051,0.113,2.125,9.376,2.257,2.065
a,199202,0.000,0.000,36.000,-0.011,0.067,-0.208,2.137,9.385,2.239,2.109
a,199206,0.000,0.000,36.000,0.081,-0.254,-0.315,2.119,9.410,2.237,2.461
a,199211,0.000,0.000,36.000,0.004,0.006,0.723,2.115,9.360,2.215,2.065
a,199215,0.000,0.000,36.000,-0.057,-0.162,0.235,2.122,9.383,2.228,2.109
a,199218,0.000,0.000,36.000,-0.179,-0.178,-0.345,2.112,9.365,2.246,2.461
a,199222,0.000,0.000,36.000,0.004,0.189,0.510,2.106,9.394,2.229,2.021
a,199226,0.000,0.000,36.000,-0.057,-0.101,0.021,2.134,9.376,2.243,2.065
a,199230,0.000,0.000,36.000,0.096,-0.162,-0.162,2.134,9.354,2.243,2.065
a,199234,0.000,0.000,36.000,0.081,-0.208,-1.185,2.132,9.386,2.239,2.417
a,199239,0.000,0.000,36.000,0.111,-0.040,0.494,2.119,9.384,2.229,2.417
a,199242,0.000,0.000,36.000,0.142,-0.071,-0.590,2.142,9.363,2.255,2.109
a,199247,0.000,0.000,36.000,-0.026,-0.269,-0.635,2.127,9.394,2.251,2.109
a,199250,0.000,0.000,36.000,0.004,-0.071,0.342,2.099,9.395,2.253,2.417
a,199254,0.000,0.000,36.000,-0.255,-0.055,-0.422,2.131,9.401,2.231,2.065
a,199258,0.000,0.000,36.000,0.004,0.067,0.845,2.132,9.366,2.228,2.417
a,199262,0.000,0.000,36.000,-0.011,-0.162,0.342,2.144,9.401,2.241,2.021
a,199266,0.000,0.000,36.000,0.004,-0.254,0.693,2.131,9.359,2.237,2.021
a,199270,0.000,0.000,36.000,0.096,0.112,-1.536,2.128,9.377,2.245,2.373
a,199274,0.000,0.000,36.000,0.111,0.097,0.204,2.139,9.377,2.241,2.065
a,199278,0.000,0.000,36.000,-0.118,0.006,-0.315,2.119,9.341,2.235,2.109
a,199282,0.000,0.000,36.000,-0.118,0.006,-0.483,2.131,9.397,2.231,2.373
a,199286,0.000,0.000,36.000,0.035,-0.040,0.464,2.125,9.397,2.217,2.021
a,199290,0.000,0.000,36.000,-0.011,-0.147,0.189,2.116,9.374,2.233,2.021
a,199294,0.000,0.000,36.000,0.020,-0.162,-0.361,2.100,9.373,2.258,2.021
a,199299,0.000,0.000,36.000,-0.087,0.006,-0.651,2.109,9.384,2.248,2.109
a,199302,0.000,0.000,36.000,-0.011,0.067,0.723,2.122,9.377,2.231,2.417
a,199306,0.000,0.000,36.000,0.142,-0.284,-0.910,2.112,9.385,2.234,2.021
a,199310,0.000,0.000,36.000,0.020,-0.162,-0.788,2.138,9.354,2.235,2.461
a,199314,0.000,0.000,36.000,-0.133,-0.101,-0.254,2.122,9.388,2.206,2.065
a,199318,0.000,0.000,36.000,-0.011,-0.208,-0.300,2.119,9.358,2.225,2.021
a,199322,0.000,0.000,36.000,-0.011,-0.162,-0.406,2.112,9.383,2.223,2.417
a,199326,0.000,0.000,36.000,0.111,0.051,0.265,2.127,9.398,2.243,2.021
a,199330,0.000,0.000,36.000,-0.133,0.051,-0.651,2.125,9.383,2.228,2.065
a,199334,0.000,0.000,36.000,0.126,-0.162,-0.758,2.125,9.397,2.215,2.065
a,199339,0.000,0.000,36.000,0.126,-0.040,-0.834,2.088,9.391,2.241,2.373
a,199343,0.000,0.000,36.000,-0.041,0.189,1.105,2.121,9.334,2.237,2.109
a,199346,0.000,0.000,36.000,0.111,0.143,1.136,2.128,9.395,2.217,2.417
a,199350,0.000,0.000,36.000,0.111,-0.071,0.281,2.126,9.357,2.263,2.021
a,199355,0.000,0.000,36.000,-0.057,-0.193,0.800,2.119,9.354,2.235,2.065
a,199358,0.000,0.000,36.000,-0.133,0.051,-0.651,2.131,9.373,2.252,2.065
a,199362,0.000,0.000,36.000,-0.072,-0.162,-0.147,2.131,9.413,2.235,2.065
a,199367,0.000,0.000,36.000,0.096,-0.223,-0.269,2.145,9.391,2.248,2.417
a,199371,0.000,0.000,36.000,0.050,0.036,-0.101,2.112,9.406,2.224,2.021
a,199374,0.000,0.000,36.000,0.050,-0.147,1.945,2.121,9.430,2.222,2.065
a,199378,0.000,0.000,36.000,0.035,0.235,0.510,2.128,9.402,2.243,2.065
a,199382,0.000,0.000,36.000,-0.179,-0.254,0.525,2.128,9.379,2.247,2.417
a,199387,0.000,0.000,36.000,-0.164,-0.071,-0.193,2.131,9.385,2.233,2.065
a,199391,0.000,0.000,36.000,0.035,-0.284,0.861,2.122,9.354,2.229,2.021
a,199395,0.000,0.000,36.000,0.050,0.021,0.723,2.131,9.398,2.243,2.109
a,199399,0.000,0.000,36.000,-0.011,-0.315,-0.300,2.119,9.390,2.248,2.065
a,199402,0.000,0.000,36.000,-0.011,-0.101,-0.254,2.125,9.352,2.233,2.065
a,199406,0.000,0.000,36.000,0.020,-0.162,-0.254,2.134,9.408,2.228,2.021
a,199410,0.000,0.000,36.000,-0.133,0.051,-0.376,2.140,9.386,2.241,2.109
a,199414,0.000,0.000,36.000,-0.225,-0.055,-0.162,2.119,9.372,2.233,2.021
a,199418,0.000,0.000,36.000,-0.057,-0.162,0.235,2.115,9.383,2.239,2.065
a,199422,0.000,0.000,36.000,-0.072,-0.300,0.693,2.119,9.388,2.225,2.417
a,199426,0.000,0.000,36.000,0.096,0.006,-0.666,2.131,9.384,2.233,2.065
a,199430,0.000,0.000,36.000,-0.057,-0.101,-0.086,2.109,9.373,2.245,2.109
a,199434,0.000,0.000,36.000,0.310,-0.208,0.067,2.116,9.391,2.231,2.021
a,199438,0.000,0.000,36.000,-0.072,0.036,-0.910,2.115,9.366,2.234,2.065
a,199443,0.000,0.000,36.000,0.004,-0.086,1.670,2.131,9.407,2.223,2.021
a,199446,0.000,0.000,36.000,0.126,0.051,1.151,2.131,9.395,2.255,2.065
a,199450,0.000,0.000,36.000,-0.011,-0.208,-0.574,2.138,9.379,2.270,2.065
a,199454,0.000,0.000,36.000,-0.072,-0.208,-0.147,2.121,9.391,2.235,2.417
a,199458,0.000,0.000,36.000,0.096,-0.162,-0.101,2.115,9.379,2.245,2.065
a,199462,0.000,0.000,36.000,-0.011,-0.147,0.403,2.119,9.377,2.229,2.373
a,199466,0.000,0.000,36.000,0.035,-0.086,0.479,2.119,9.388,2.245,2.461
a,199470,0.000,0.000,36.000,-0.011,-0.178,-0.574,2.130,9.414,2.248,2.065
a,199474,0.000,0.000,36.000,0.142,0.112,-0.010,2.131,9.402,2.241,2.065
a,199478,0.000,0.000,36.000,0.004,-0.101,0.128,2.109,9.366,2.241,2.021
a,199482,0.000,0.000,36.000,0.142,0.051,-0.330,2.154,9.383,2.267,2.021
a,199486,0.000,0.000,36.000,0.111,0.067,1.197,2.116,9.327,2.235,2.021
a,199491,0.000,0.000,36.000,0.020,0.296,1.105,2.125,9.348,2.229,2.417
a,199494,0.000,0.000,36.000,0.157,-0.193,0.616,2.131,9.359,2.258,2.065
a,199498,0.000,0.000,36.000,0.157,-0.010,0.113,2.084,9.378,2.237,2.021
a,199502,0.000,0.000,36.000,0.111,-0.101,0.723,2.119,9.391,2.243,2.065
a,199506,0.000,0.000,36.000,-0.087,-0.101,-1.124,2.116,9.398,2.241,2.065
a,199511,0.000,0.000,36.000,-0.133,0.051,-0.269,2.112,9.386,2.225,2.021
a,199515,0.000,0.000,36.000,-0.240,-0.071,-0.788,2.110,9.374,2.233,2.417
a,199518,0.000,0.000,36.000,-0.072,0.021,0.616,2.119,9.384,2.237,2.109
a,199522,0.000,0.000,36.000,-0.118,0.051,0.006,2.125,9.373,2.245,2.065
a,199526,0.000,0.000,36.000,0.020,0.006,-0.269,2.125,9.376,2.245,2.109
a,199530,0.000,0.000,36.000,0.096,-0.055,-0.559,2.109,9.373,2.241,2.417
a,199534,0.000,0.000,36.000,-0.148,-0.376,1.074,2.114,9.366,2.246,2.373
a,199539,0.000,0.000,36.000,0.218,-0.117,0.189,2.121,9.378,2.237,2.065
a,199542,0.000,0.000,36.000,0.111,0.067,1.151,2.148,9.380,2.225,2.065
a,199547,0.000,0.000,36.000,-0.019,-0.098,0.060,2.143,9.407,2.231,2.021
a,199551,0.000,0.000,36.000,-0.080,-0.113,-0.871,2.131,9.394,2.248,2.417
a,199554,0.000,0.000,36.000,-0.003,-0.113,0.564,2.137,9.418,2.233,2.021
a,199558,0.000,0.000,36.000,-0.187,0.086,-0.504,2.161,9.388,2.243,2.021
a,199562,0.000,0.000,36.000,-0.019,-0.098,0.213,2.121,9.415,2.237,2.417
a,199566,0.000,0.000,36.000,-0.034,-0.006,-0.336,2.143,9.388,2.233,2.461
a,199570,0.000,0.000,36.000,0.103,0.101,0.381,2.124,9.382,2.251,2.065
a,199574,0.000,0.000,36.000,-0.095,-0.113,1.435,2.126,9.335,2.234,2.065
a,199578,0.000,0.000,36.000,-0.126,0.101,0.381,2.122,9.379,2.248,2.065
a,199582,0.000,0.000,36.000,-0.019,0.070,0.763,2.132,9.379,2.233,2.021
a,199586,0.000,0.000,36.000,0.088,-0.052,-0.443,2.119,9.394,2.235,2.065
a,199590,0.000,0.000,36.000,0.073,-0.006,-0.581,2.122,9.377,2.223,2.417
a,199594,0.000,0.000,36.000,0.180,-0.143,-0.336,2.125,9.383,2.245,2.373
a,199599,0.000,0.000,36.000,0.149,-0.220,-0.230,2.138,9.404,2.257,2.065
a,199602,0.000,0.000,36.000,0.180,-0.143,-0.733,2.143,9.355,2.229,2.065
a,199606,0.000,0.000,36.000,-0.187,0.131,0.656,2.119,9.376,2.243,2.065
a,199610,0.000,0.000,36.000,0.195,-0.021,-0.596,2.126,9.392,2.224,2.065
a,199614,0.000,0.000,36.000,-0.126,-0.006,0.259,2.127,9.383,2.239,2.021
a,199618,0.000,0.000,36.000,0.088,0.162,0.183,2.128,9.384,2.251,2.065
a,199622,0.000,0.000,36.000,-0.187,-0.037,0.564,2.128,9.401,2.228,2.021
a,199626,0.000,0.000,36.000,0.088,-0.067,-0.779,2.118,9.349,2.218,2.065
a,199630,0.000,0.000,36.000,-0.019,0.177,0.976,2.112,9.395,2.254,2.021
a,199635,0.000,0.000,36.000,0.012,-0.113,-0.382,2.122,9.334,2.260,2.065
a,199639,0.000,0.000,36.000,0.103,-0.205,0.442,2.112,9.383,2.231,2.065
a,199642,0.000,0.000,36.000,0.149,-0.052,0.870,2.130,9.378,2.255,2.065
a,199646,0.000,0.000,36.000,0.149,0.101,-0.199,2.131,9.361,2.222,2.021
a,199650,0.000,0.000,36.000,0.134,-0.113,-0.184,2.119,9.386,2.251,2.065
a,199654,0.000,0.000,36.000,-0.095,-0.159,-0.871,2.131,9.376,2.233,2.065
a,199659,0.000,0.000,36.000,0.119,0.070,-1.176,2.122,9.390,2.212,2.373
a,199663,0.000,0.000,36.000,0.042,-0.037,0.717,2.144,9.370,2.235,2.109
a,199667,0.000,0.000,36.000,0.012,-0.205,-0.657,2.144,9.397,2.239,2.065
a,199670,0.000,0.000,36.000,0.210,-0.098,0.656,2.112,9.355,2.251,2.065
a,199674,0.000,0.000,36.000,-0.003,-0.113,0.396,2.116,9.380,2.231,2.065
a,199678,0.000,0.000,36.000,-0.080,0.040,-0.672,2.118,9.392,2.237,2.021
a,199682,0.000,0.000,36.000,0.149,-0.159,0.702,2.100,9.407,2.224,1.978
a,199687,0.000,0.000,36.000,0.073,0.177,-0.581,2.132,9.382,2.216,2.461
a,199690,0.000,0.000,36.000,-0.080,-0.143,0.717,2.121,9.395,2.254,2.373
a,199694,0.000,0.000,36.000,0.134,-0.143,-0.184,2.127,9.371,2.248,2.109
a,199699,0.000,0.000,36.000,0.027,-0.143,-0.169,2.112,9.397,2.228,2.065
a,199702,0.000,0.000,36.000,-0.003,-0.021,-0.214,2.126,9.359,2.257,2.065
a,199706,0.000,0.000,36.000,0.042,-0.113,0.457,2.118,9.382,2.248,2.065
a,199710,0.000,0.000,36.000,-0.003,-0.220,0.106,2.137,9.380,2.247,2.065
a,199714,0.000,0.000,36.000,0.012,0.070,-0.504,2.134,9.365,2.245,2.021
a,199718,0.000,0.000,36.000,0.195,0.070,-0.199,2.119,9.372,2.241,2.065
a,199722,0.000,0.000,36.000,0.012,0.162,-0.672,2.115,9.380,2.248,2.021
a,199726,0.000,0.000,36.000,0.195,0.116,0.427,2.140,9.384,2.248,2.065
a,199730,0.000,0.000,36.000,-0.003,-0.128,-0.107,2.142,9.366,2.230,2.065
a,199734,0.000,0.000,36.000,-0.187,0.009,0.442,2.127,9.366,2.247,2.021
a,199738,0.000,0.000,36.000,-0.080,0.055,-0.779,2.137,9.386,2.251,2.109
a,199742,0.000,0.000,36.000,0.027,-0.235,-0.321,2.126,9.410,2.234,2.065
a,199746,0.000,0.000,36.000,-0.126,0.086,0.976,2.128,9.386,2.233,2.021
a,199751,0.000,0.000,36.000,-0.080,0.009,0.488,2.127,9.386,2.237,2.065
a,199754,0.000,0.000,36.000,-0.110,0.101,0.564,2.110,9.422,2.233,2.021
a,199758,0.000,0.000,36.000,-0.141,0.070,-0.291,2.143,9.364,2.235,2.065
a,199763,0.000,0.000,36.000,0.027,-0.006,-0.718,2.150,9.398,2.247,2.109
a,199766,0.000,0.000,36.000,-0.080,-0.220,-0.550,2.119,9.397,2.231,1.978
a,199770,0.000,0.000,36.000,-0.049,-0.159,2.030,2.137,9.373,2.224,2.417
a,199774,0.000,0.000,36.000,-0.019,-0.052,-0.214,2.146,9.394,2.237,1.978
a,199778,0.000,0.000,36.000,-0.065,-0.113,0.564,2.118,9.385,2.241,2.065
a,199782,0.000,0.000,36.000,0.256,0.223,-0.031,2.125,9.380,2.243,2.065
a,199786,0.000,0.000,36.000,-0.171,0.070,0.824,2.103,9.386,2.243,2.065
a,199791,0.000,0.000,36.000,0.210,-0.052,0.198,2.131,9.379,2.264,2.065
a,199794,0.000,0.000,36.000,0.088,0.009,0.473,2.131,9.397,2.229,2.065
a,199798,0.000,0.000,36.000,-0.034,0.177,-0.993,2.154,9.412,2.231,2.373
a,199802,0.000,0.000,36.000,-0.080,0.070,0.824,2.121,9.377,2.248,2.065
a,199806,0.000,0.000,36.000,-0.110,-0.128,-0.199,2.118,9.408,2.249,2.065
a,199810,0.000,0.000,36.000,0.088,-0.021,0.488,2.131,9.403,2.245,2.065
a,199815,0.000,0.000,36.000,0.042,-0.205,0.671,2.134,9.395,2.231,2.065
a,199819,0.000,0.000,36.000,-0.156,-0.052,1.389,2.121,9.354,2.235,2.021
a,199822,0.000,0.000,36.000,-0.080,0.040,-0.596,2.142,9.392,2.234,2.417
a,199826,0.000,0.000,36.000,0.103,0.009,0.747,2.131,9.386,2.239,2.109
a,199830,0.000,0.000,36.000,-0.110,-0.174,0.076,2.100,9.347,2.218,2.417
a,199834,0.000,0.000,36.000,-0.080,-0.220,-0.764,2.152,9.364,2.228,2.021
a,199839,0.000,0.000,36.000,-0.003,-0.159,0.992,2.112,9.373,2.253,2.417
a,199842,0.000,0.000,36.000,0.103,-0.052,-0.184,2.109,9.398,2.219,2.417
a,199847,0.000,0.000,36.000,0.134,-0.388,-0.336,2.134,9.363,2.251,2.065
a,199850,0.000,0.000,36.000,-0.019,0.116,-0.230,2.134,9.404,2.239,2.373
a,199854,0.000,0.000,36.000,0.012,-0.250,-1.268,2.160,9.395,2.209,2.065
a,199858,0.000,0.000,36.000,0.103,-0.159,-0.062,2.132,9.384,2.270,2.021
a,199862,0.000,0.000,36.000,-0.095,0.055,-0.672,2.103,9.379,2.237,2.373
a,199866,0.000,0.000,36.000,-0.003,-0.037,0.610,2.132,9.386,2.237,2.065
a,199870,0.000,0.000,36.000,-0.034,0.055,-1.314,2.103,9.398,2.245,2.021
a,199874,0.000,0.000,36.000,0.042,0.238,1.419,2.134,9.380,2.251,2.065
a,199878,0.000,0.000,36.000,-0.126,-0.006,-0.718,2.112,9.369,2.239,1.978
a,199882,0.000,0.000,36.000,-0.126,0.086,-0.718,2.115,9.392,2.253,2.021
a,199886,0.000,0.000,36.000,-0.141,-0.159,-0.275,2.119,9.386,2.239,2.065
a,199890,0.000,0.000,36.000,0.180,-0.266,-0.398,2.113,9.372,2.251,2.021
a,199894,0.000,0.000,36.000,-0.019,-0.128,0.457,2.150,9.410,2.231,2.021
a,199898,0.000,0.000,36.000,-0.080,-0.052,0.396,2.119,9.377,2.241,2.065
a,199903,0.000,0.000,36.000,-0.080,-0.235,-0.428,2.127,9.359,2.228,2.065
a,199906,0.000,0.000,36.000,0.103,0.070,0.961,2.127,9.390,2.235,2.065
a,199910,0.000,0.000,36.000,-0.034,-0.052,-0.382,2.116,9.366,2.248,2.021
a,199914,0.000,0.000,36.000,-0.019,-0.052,-0.489,2.138,9.386,2.231,2.021
a,199918,0.000,0.000,36.000,-0.080,-0.159,0.167,2.115,9.354,2.233,2.417
a,199922,0.000,0.000,36.000,-0.019,0.086,0.488,2.128,9.386,2.217,2.021
a,199926,0.000,0.000,36.000,-0.034,0.070,-1.100,2.140,9.390,2.225,2.021
a,199930,0.000,0.000,36.000,0.195,-0.266,-0.443,2.137,9.372,2.248,2.021
a,199935,0.000,0.000,36.000,-0.034,-0.113,-0.550,2.097,9.355,2.217,2.065
a,199939,0.000,0.000,36.000,0.027,-0.342,-0.275,2.127,9.378,2.228,2.109
a,199942,0.000,0.000,36.000,0.195,-0.113,-0.398,2.128,9.372,2.237,2.065
a,199946,0.000,0.000,36.000,-0.080,-0.174,-0.474,2.119,9.378,2.230,2.109
a,199950,0.000,0.000,36.000,0.256,-0.174,-0.443,2.127,9.384,2.248,2.021
a,199954,0.000,0.000,36.000,-0.049,-0.220,-1.588,2.127,9.391,2.233,2.373
a,199959,0.000,0.000,36.000,0.210,-0.220,0.763,2.119,9.370,2.243,2.109
a,199963,0.000,0.000,36.000,0.180,0.055,-0.688,2.122,9.402,2.204,2.373
a,199966,0.000,0.000,36.000,-0.065,-0.220,-0.107,2.096,9.422,2.251,2.065
a,199970,0.000,0.000,36.000,0.073,-0.113,-0.336,2.131,9.359,2.243,2.065
a,199974,0.000,0.000,36.000,0.058,-0.098,1.541,2.127,9.373,2.243,2.021
a,199978,0.000,0.000,36.000,0.119,0.116,1.511,2.116,9.366,2.257,2.021
a,199982,0.000,0.000,36.000,-0.095,-0.052,-0.596,2.134,9.388,2.247,2.417
a,199987,0.000,0.000,36.000,0.134,0.101,-0.306,2.121,9.372,2.239,2.021
a,199991,0.000,0.000,36.000,0.103,-0.235,-0.184,2.126,9.403,2.215,2.065
a,199994,0.000,0.000,36.000,0.058,-0.037,1.480,2.121,9.404,2.225,2.109
a,199999,0.000,0.000,36.000,-0.248,-0.327,-0.764,2.100,9.394,2.239,2.065
a,200002,0.000,0.000,36.000,-0.232,0.040,0.198,2.121,9.400,2.233,2.065
a,200006,0.000,0.000,36.000,0.042,0.070,0.656,2.144,9.397,2.231,2.021
a,200010,0.000,0.000,36.000,0.103,0.101,-0.031,2.137,9.379,2.231,2.021
a,200014,0.000,0.000,36.000,-0.019,0.009,0.259,2.112,9.403,2.237,2.021
a,200018,0.000,0.000,36.000,0.088,-0.143,0.824,2.112,9.398,2.237,2.065
a,200022,0.000,0.000,36.000,0.012,-0.006,-0.291,2.128,9.398,2.235,2.373
a,200026,0.000,0.000,36.000,-0.141,-0.220,-0.810,2.103,9.359,2.247,2.021
a,200030,0.000,0.000,36.000,-0.141,-0.006,-0.718,2.128,9.363,2.239,1.978
a,200034,0.000,0.000,36.000,-0.019,0.238,0.824,2.116,9.345,2.222,2.417
a,200038,0.000,0.000,36.000,-0.019,0.009,-0.123,2.134,9.408,2.203,2.065
a,200043,0.000,0.000,36.000,-0.110,0.070,0.763,2.107,9.395,2.235,2.109
a,200046,0.000,0.000,36.000,-0.065,-0.174,-0.214,2.131,9.403,2.241,2.065
a,200050,0.000,0.000,36.000,0.103,-0.174,0.305,2.124,9.400,2.255,2.065
a,200054,0.000,0.000,36.000,-0.019,-0.052,0.106,2.109,9.376,2.252,2.065
a,200058,0.000,0.000,36.000,-0.019,-0.143,0.060,2.127,9.382,2.245,2.065
a,200062,0.000,0.000,36.000,-0.126,0.009,0.656,2.116,9.379,2.245,2.021
a,200066,0.000,0.000,36.000,-0.065,-0.098,1.373,2.122,9.395,2.254,2.065
a,200070,0.000,0.000,36.000,-0.126,0.086,0.656,2.138,9.376,2.241,2.461
a,200074,0.000,0.000,36.000,-0.080,0.024,0.427,2.121,9.364,2.231,2.021
